TERM 	 NUMDOC 	 START
paradoxes	1	275149
raymundo	1	275150
morado	1	275151
monotonic	7	275158
treating	3	275161
dunn	3	275164
labeling	2	275166
ariane	2	275168
freeman	10	275178
anhai	1	275179
doan	1	275180
mscc	2	275182
shaffer	3	275185
breakdown	10	275195
manageable	2	275197
punctual	1	275198
govenment	1	275199
cheatham	1	275200
infostore	1	275201
atcode	1	275202
manger	2	275204
unselected	1	275205
ubcoms	1	275206
realsim	1	275207
fiske	1	275208
saint	2	275210
surroundings	3	275213
proud	2	275215
laureates	1	275216
poets	1	275217
laureate	1	275218
minds	4	275222
knit	1	275223
impressive	4	275227
stepping	2	275229
multiagent	1	275230
ecl	2	275232
brookings	1	275233
cmpt	13	275246
drysdale	1	275247
amortization	2	275249
matroids	2	275251
cryptology	2	275253
hellerstein	1	275254
gong	2	275256
snmp	3	275259
mibs	1	275260
oam	1	275261
tunning	1	275262
schr	2	275264
jorgensen	1	275265
represenations	1	275266
openinventor	2	275268
denis	1	275269
zorin	1	275270
azuma	1	275271
findit	1	275272
printit	1	275273
handounts	1	275274
omepage	1	275275
concentrators	2	275277
williamsburg	1	275278
bitswap	1	275279
puzzler	1	275280
csgsa	1	275281
tercentenary	1	275282
dorms	3	275285
sensible	3	275288
literacy	2	275290
introductions	6	275296
shelly	1	275297
cashman	1	275298
waggoner	1	275299
boyd	2	275301
sanford	1	275302
pari	1	275303
jamnia	1	275304
ayesha	1	275305
nabi	1	275306
haseem	1	275307
vazhayil	1	275308
quadrature	2	275310
vectorization	1	275311
pitsianis	1	275312
ozan	1	275313
hafizogullari	1	275314
laurie	4	275318
sibley	2	275320
rensselaer	5	275325
rack	1	275326
vandermonde	1	275327
piecewise	1	275328
hermite	1	275329
splines	3	275332
cotes	1	275333
qr	4	275337
givens	1	275338
multivariate	2	275340
backward	4	275344
runge	1	275345
kutta	1	275346
rennselaer	1	275347
folders	1	275348
hqx	2	275350
uncompress	2	275352
untar	2	275354
zcat	1	275355
xfv	1	275356
randperm	1	275357
ctgv	1	275358
woodbury	1	275359
videodisc	1	275360
mathematically	5	275365
constructivist	1	275366
anchoring	1	275367
macrocontexts	1	275368
microworlds	2	275370
mpms	1	275371
microworld	1	275372
anchored	1	275373
macrocontext	1	275374
adventureplayer	1	275375
smarttools	1	275376
bed	2	275378
richness	1	275379
beneficial	5	275384
reflective	3	275387
scaffolding	1	275388
coaching	1	275389
troubleshooting	2	275391
tamara	1	275392
balac	1	275393
thad	1	275394
crews	1	275395
orded	1	275396
damian	1	275397
trains	3	275400
spoken	4	275404
conversationally	2	275406
proficient	3	275409
gui	7	275416
freight	2	275418
cooperate	8	275426
discourse	6	275432
pulled	4	275436
converging	2	275438
conversant	3	275441
jetai	2	275443
dubbed	2	275445
aips	2	275447
complicated	6	275453
tactical	2	275455
promo	2	275457
annotation	6	275463
conversational	2	275465
episodic	4	275469
corpora	5	275474
ringger	2	275476
harmony	2	275478
osm	1	275479
ql	1	275480
oss	2	275482
ecen	3	275485
oodbms	2	275487
odmg	3	275490
denotational	8	275498
plagarism	1	275499
punished	2	275501
expulsion	2	275503
ksu	4	275507
joergen	1	275508
steensgaard	2	275510
danish	1	275511
lyngby	1	275512
ivie	2	275514
glenn	1	275515
newgroup	2	275517
decmeber	1	275518
submittal	1	275519
octoaber	1	275520
explanation	9	275529
tardiness	1	275530
explosion	4	275534
mature	6	275540
bearing	1	275541
aalborg	1	275542
reuss	2	275544
vb	1	275545
beginnning	1	275546
apex	1	275547
tufts	5	275552
seligman	1	275553
promising	6	275559
stass	1	275560
csli	4	275564
dov	1	275565
gabbay	1	275566
coas	3	275569
professorship	1	275570
bernoulli	1	275571
chun	6	275577
perng	3	275580
cheah	3	275583
northeastern	3	275586
ccs	1	275587
kommittee	1	275588
diversity	8	275596
op	4	275600
buildings	8	275608
infocity	1	275609
ideally	9	275618
exchanges	3	275621
assortment	2	275623
cobwebs	1	275624
spun	1	275625
webmasters	3	275628
nitin	1	275629
acroread	1	275630
aavailable	1	275631
moveme	2	275633
imagemaps	1	275634
authoring	8	275642
mitabha	1	275643
oy	1	275644
eschutes	1	275645
excite	1	275646
metamap	1	275647
amitabha	1	275648
cheriton	3	275651
dissemination	4	275655
fusun	1	275656
ertemalp	1	275657
hugh	1	275658
holbrook	2	275660
sandeep	1	275661
zelesko	1	275662
tsimelzon	1	275663
charnotet	1	275664
katsuhito	1	275665
fukuoka	1	275666
tadashi	1	275667
nakatani	1	275668
christophe	1	275669
metivier	2	275671
joly	1	275672
cheshire	1	275673
yoshi	1	275674
kitaya	1	275675
xinu	2	275677
millersville	4	275681
purple	3	275684
professions	2	275686
mu	7	275693
sstp	2	275695
roddy	3	275698
pacise	2	275700
gre	3	275703
ets	2	275705
adversary	2	275707
hearts	1	275708
ladders	2	275710
illustration	5	275715
shifted	2	275717
szolovits	1	275718
doyle	3	275721
sought	5	275726
underserved	1	275727
accordingly	7	275734
diseases	2	275736
symptoms	1	275737
rife	1	275738
complicating	1	275739
treatments	2	275741
physiological	2	275743
derangements	1	275744
biochemical	1	275745
pathologies	1	275746
eliciting	1	275747
usefulness	4	275751
disorders	1	275752
icu	1	275753
coronary	1	275754
electrolyte	1	275755
hodgkin	1	275756
fatal	2	275758
lymphatic	1	275759
lung	1	275760
therapies	1	275761
administering	1	275762
digitalis	1	275763
renal	1	275764
kidney	1	275765
ventricular	1	275766
arrhythmias	1	275767
cardiac	2	275769
converse	2	275771
marshalling	1	275772
sn	6	275778
discusses	4	275782
moral	1	275783
dilemmas	1	275784
stresses	2	275786
netforum	1	275787
birman	5	275792
robbert	3	275795
renesse	3	275798
telemedicine	1	275799
synchrony	2	275801
uptake	1	275802
matures	1	275803
nsa	2	275805
hiper	1	275806
enhancements	5	275811
aegis	2	275813
demanding	6	275819
migrate	3	275822
benefiting	1	275823
occured	1	275824
stratus	1	275825
theatre	3	275828
assets	2	275830
utmost	1	275831
tolerating	1	275832
reconfiguring	1	275833
rossie	1	275834
dybvig	7	275841
seasoned	3	275844
backgrounds	8	275852
probebly	1	275853
defintion	1	275854
schemers	1	275855
helen	1	275856
nissenbaum	1	275857
marx	1	275858
preceptor	1	275859
dierkes	1	275860
sociology	2	275862
burr	1	275863
precept	3	275866
vinod	1	275867
huey	1	275868
samir	3	275871
sreenath	2	275873
jb	2	275875
mttcl	1	275876
teknekron	1	275877
triggerman	1	275878
pointcast	1	275879
odbc	1	275880
sytems	1	275881
timed	6	275887
fpga	5	275892
triptych	1	275893
montage	1	275894
densities	3	275897
springbok	1	275898
emerald	3	275901
toolset	4	275905
chinook	2	275907
retiming	3	275910
clocked	4	275914
latches	1	275915
contraints	2	275917
validating	3	275920
comparing	4	275924
mactester	1	275925
tester	2	275927
voltage	1	275928
bluebook	1	275929
programmable	7	275936
mcms	1	275937
kahng	1	275938
miodrag	1	275939
potkonjak	1	275940
kei	2	275942
khoo	1	275943
dongmin	1	275944
darren	3	275947
jie	1	275948
fang	3	275951
inki	1	275952
jen	2	275954
hsin	1	275955
yean	1	275956
yow	1	275957
darko	2	275959
kirovski	1	275960
kok	2	275962
koh	1	275963
chunho	1	275964
madden	1	275965
peck	1	275966
alpert	1	275967
boese	1	275968
ding	5	275973
lars	6	275979
hagen	1	275980
kwok	2	275982
shing	1	275983
zheng	4	275987
huan	1	275988
antonios	1	275989
papandreou	1	275990
gabriel	2	275992
robins	1	275993
lissa	1	275994
muddu	1	275995
sudhakar	1	275996
tsao	1	275997
hypergraph	1	275998
sigda	3	276001
dac	3	276004
cleveland	1	276005
viking	1	276006
csu	2	276008
viewbook	1	276009
lederle	3	276012
affiliations	4	276016
commodities	1	276017
traded	1	276018
gathering	10	276028
deliberation	1	276029
satisficing	1	276030
satisfice	1	276031
distinctive	3	276034
maximal	2	276036
mvis	3	276039
locators	5	276044
lynx	6	276050
prereq	7	276057
induprakas	1	276058
kodukula	1	276059
nawaaz	2	276061
motd	1	276062
prerequsites	1	276063
multiprogrammed	4	276067
paced	3	276070
exclusion	5	276075
detections	1	276076
threading	4	276080
abraham	2	276082
frivolity	1	276083
vivid	2	276085
parlante	2	276087
afternoonish	1	276088
anat	1	276089
caspi	2	276091
picard	1	276092
developer	11	276103
powerplant	1	276104
raymond	4	276108
sowmya	2	276110
pronunciations	4	276114
coloring	5	276119
visualworks	1	276120
admit	6	276126
quantify	1	276127
jack	7	276134
veenstra	1	276135
ricardo	1	276136
uniprocessor	4	276140
macsots	1	276141
olaf	1	276142
chess	1	276143
kasparov	1	276144
customizing	1	276145
quickbasic	1	276146
alums	3	276149
galaxies	1	276150
jupiter	1	276151
hubble	2	276153
hamlin	1	276154
schwanauer	1	276155
sumitomo	1	276156
ccrma	1	276157
stu	1	276158
pirolli	1	276159
parc	2	276161
filmcraft	1	276162
clanton	1	276163
aratar	1	276164
nathan	6	276170
shedroff	1	276171
proactive	1	276172
selker	1	276173
fsm	2	276175
logicworks	1	276176
hazard	1	276177
oscillator	1	276178
latch	1	276179
slave	2	276181
flop	2	276183
blees	1	276184
manley	1	276185
hsnp	1	276186
nsfinfo	1	276187
relay	4	276191
retreat	3	276194
cop	1	276195
crummer	1	276196
cusick	1	276197
mirrors	5	276202
carrano	3	276205
fishbowl	1	276206
tueday	1	276207
borlands	1	276208
fibonacci	4	276212
adts	3	276215
sphereclass	1	276216
towers	4	276220
traversals	1	276221
pradeep	1	276222
dubey	1	276223
isl	3	276226
abductive	3	276229
regina	1	276230
victoria	4	276234
compositional	6	276240
globus	2	276242
ryder	1	276243
armin	1	276244
haken	1	276245
constructs	15	276260
recit	1	276261
tcb	1	276262
vlad	1	276263
olaru	1	276264
tf	3	276267
khaled	1	276268
elbassioni	1	276269
murray	2	276271
savoiu	1	276272
gnat	3	276275
gcc	6	276281
pod	1	276282
enlightenment	1	276283
piglet	1	276284
reply	8	276292
hollinger	1	276293
eaton	3	276296
osi	1	276297
tftp	2	276299
rpc	7	276306
xdr	1	276307
rpctalk	1	276308
kerberos	4	276312
rfcs	2	276314
subramanyam	1	276315
gooty	1	276316
ua	2	276318
mappings	3	276321
huiqun	1	276322
ciphertext	2	276324
digrams	1	276325
gauthier	2	276327
janus	1	276328
helper	2	276330
scanning	2	276332
cryptanalytic	1	276333
cryptographic	5	276338
flaws	2	276340
flaw	1	276341
prng	1	276342
holes	3	276345
claire	2	276347
rubix	1	276348
rearranged	1	276349
appease	1	276350
vars	1	276351
bracketted	1	276352
ksaunder	1	276353
gremlin	1	276354
schemas	2	276356
hunting	2	276358
shouldn	8	276366
clarification	4	276370
dodge	1	276371
reminder	3	276374
annoucements	4	276378
wwwp	1	276379
calvert	1	276380
dill	1	276381
fracchia	1	276382
sclaroff	7	276389
isidoro	2	276391
realism	3	276394
lazowska	3	276397
comings	1	276398
goings	1	276399
theoretically	3	276402
blurring	1	276403
uneven	1	276404
thresholding	1	276405
pioneered	2	276407
resumed	2	276409
theo	1	276410
pavlidis	2	276412
hongwei	1	276413
analyis	1	276414
labels	4	276418
drawingarea	1	276419
mainwindows	1	276420
hanks	3	276423
pearl	2	276425
strapped	1	276426
shafer	1	276427
foundational	4	276431
jaynes	1	276432
fragmentary	1	276433
definitely	3	276436
beautifully	1	276437
teasers	1	276438
skim	5	276443
goldwave	1	276444
lpc	2	276446
adjustments	3	276449
conversions	2	276451
waveforms	1	276452
wav	1	276453
recordings	1	276454
pronouncing	1	276455
vowels	2	276457
corrupted	3	276460
asap	4	276464
headerless	1	276465
monophonic	1	276466
endian	1	276467
swapped	2	276469
headphones	1	276470
pasting	1	276471
uptight	1	276472
autoregressive	1	276473
orthstem	1	276474
bk	1	276475
hadamard	1	276476
coefficients	2	276478
sinusoid	1	276479
compendium	1	276480
teaser	2	276482
du	9	276491
jour	2	276493
quals	3	276496
nudge	1	276497
wink	1	276498
realizing	4	276502
sampled	2	276504
poles	1	276505
antisymmetric	1	276506
dft	1	276507
logarithmic	2	276509
jw	1	276510
sin	1	276511
wn	2	276513
valued	1	276514
circular	5	276519
nxn	1	276520
circulant	1	276521
multiplication	4	276525
circularly	1	276526
commutative	2	276528
hint	4	276532
ggb	1	276533
iacocca	2	276535
canoe	1	276536
sterian	1	276537
proakis	1	276538
dimitris	1	276539
manolakis	1	276540
pic	1	276541
ffefdb	1	276542
pankaj	1	276543
cecilia	1	276544
magda	1	276545
procopiuc	1	276546
garey	2	276548
intractability	4	276552
tarjan	3	276555
ecs	2	276557
mississippi	2	276559
hypercomputing	1	276560
hpcd	1	276561
dramatic	3	276564
attaining	1	276565
speedups	3	276568
visiometric	1	276569
academia	5	276574
hydrodynamics	1	276575
lockheed	3	276578
aerohydro	1	276579
amd	1	276580
sematech	1	276581
bellcore	1	276582
utrc	1	276583
boeing	2	276585
schlumberger	1	276586
saul	3	276589
amarel	1	276590
assoc	4	276594
proj	2	276596
dir	2	276598
alvin	2	276600
despain	1	276601
orszag	1	276602
eytan	2	276604
barouch	1	276605
apostolos	1	276606
gerasoulis	2	276608
zabusky	1	276609
pull	5	276614
cohesion	4	276618
res	2	276620
concentrating	1	276621
microstructures	1	276622
synergy	2	276624
microlithographic	1	276625
visiometrics	1	276626
mtwr	4	276630
srs	1	276631
cummington	4	276635
landmann	1	276636
deliverables	6	276642
positional	3	276645
fancy	1	276646
newcastle	1	276647
uni	2	276649
bsc	2	276651
gasser	5	276656
woodburn	2	276658
holographic	1	276659
plate	2	276661
apps	2	276663
hrr	1	276664
sharkestra	1	276665
moose	1	276666
sgis	1	276667
recurrent	2	276669
phonology	3	276672
morphology	3	276675
stick	3	276678
origins	3	276681
phonological	1	276682
morphological	1	276683
originality	2	276685
discussants	1	276686
registry	2	276688
mel	1	276689
chuk	1	276690
nl	1	276691
kimmo	1	276692
helpdesk	2	276694
questioning	1	276695
gazdar	1	276696
mellish	3	276699
antworth	1	276700
regier	2	276702
reduplication	1	276703
eliana	3	276706
letrs	1	276707
sch	2	276709
tze	2	276711
grounding	4	276715
disambiguation	1	276716
compositionality	2	276718
hpsg	2	276720
pollack	2	276722
elman	1	276723
spreading	5	276728
wharton	2	276730
hutchins	1	276731
somers	1	276732
localist	1	276733
metaphor	5	276738
metonymy	2	276740
deception	1	276741
parting	1	276742
iub	2	276744
towne	1	276745
gallier	3	276748
mre	3	276751
linz	3	276754
dfa	3	276757
nfa	2	276759
myhill	3	276762
nerode	3	276765
subareas	2	276767
concatenation	2	276769
rabin	3	276772
lemma	6	276778
fractals	4	276782
leftmost	2	276784
rightmost	3	276787
parse	3	276790
universality	2	276792
chain	3	276795
chomsky	2	276797
useless	4	276801
productions	2	276803
greibach	2	276805
gorn	2	276807
pda	6	276813
instantaneous	3	276816
acceptance	5	276821
dpda	2	276823
generalities	2	276825
flowchart	2	276827
enumerable	3	276830
conway	2	276832
coral	3	276835
gables	1	276836
adminstrative	2	276838
nnouncements	2	276840
urriculum	1	276841
acilities	1	276842
precalculus	2	276844
mthvax	1	276845
lovers	1	276846
everywhere	2	276848
hits	7	276855
stewart	2	276857
jeri	1	276858
hanley	1	276859
kokkman	1	276860
adamson	1	276861
antonakos	1	276862
mansfield	1	276863
johnsonbaugh	1	276864
kalin	1	276865
saddle	2	276867
linden	1	276868
moutain	1	276869
delores	1	276870
etter	1	276871
lawlor	1	276872
anci	1	276873
invest	2	276875
dummies	2	276877
depaul	1	276878
gaggle	2	276880
giggle	1	276881
pronunciation	1	276882
ggl	1	276883
modal	3	276886
intuitionistic	3	276889
bck	2	276891
lambek	2	276893
jonnson	1	276894
tarski	1	276895
generalizes	2	276897
residuation	1	276898
kripke	2	276900
ary	3	276903
necessity	6	276909
gaggles	1	276910
distributive	2	276912
lattices	3	276915
involuted	1	276916
gerard	6	276922
allwein	6	276928
chrysafis	2	276930
hartonas	2	276932
ioannina	2	276934
restall	2	276936
overviews	3	276939
digitizing	1	276940
krafft	1	276941
jrd	1	276942
hyperlinks	2	276944
paddle	1	276945
directx	1	276946
usuable	1	276947
engaging	1	276948
choreography	1	276949
musics	1	276950
conceptualization	1	276951
lent	2	276953
tricks	3	276956
lamothe	1	276957
ratcliff	1	276958
seminator	1	276959
tyler	1	276960
scavenger	1	276961
sprockets	1	276962
quake	1	276963
thred	1	276964
sdk	1	276965
supplements	2	276967
dietolf	1	276968
ramm	3	276971
aces	1	276972
tallies	1	276973
rodger	4	276977
transparancies	2	276979
binsearch	2	276981
addsorted	2	276983
charplot	2	276985
evenng	1	276986
premajor	1	276987
endorsed	1	276988
picasso	1	276989
immersion	1	276990
staging	2	276992
ppfs	1	276993
aydt	2	276995
ana	2	276997
cristina	2	276999
grossi	1	277000
ying	2	277002
luiz	1	277003
evgenia	1	277004
smirni	1	277005
ribler	1	277006
elford	1	277007
gardner	1	277008
tara	2	277010
madhyastha	1	277011
celso	1	277012
mendes	1	277013
medina	2	277015
mesnier	1	277016
ember	1	277017
normand	1	277018
oly	1	277019
huseyin	2	277021
simitci	1	277022
luis	3	277025
tavera	1	277026
phyl	1	277027
crandall	2	277029
connecticut	1	277030
grunwald	3	277033
ilker	1	277034
hamzaoglu	1	277035
huber	2	277037
balr	1	277038
kohr	1	277039
lamm	1	277040
baochun	1	277041
nickolayev	1	277042
noe	2	277044
platinum	1	277045
anuradha	1	277046
rawal	1	277047
reid	3	277050
claris	1	277051
scullin	1	277052
tera	4	277056
totty	1	277057
inktomi	1	277058
jhy	1	277059
logs	2	277061
sddf	1	277062
fcrc	1	277063
iopads	1	277064
hws	2	277066
pine	6	277072
ewan	2	277074
assgnments	1	277075
imagesource	3	277078
startup	8	277086
pause	2	277088
registrar	4	277092
staffing	2	277094
uta	3	277097
warmup	1	277098
earns	2	277100
bonus	5	277105
jsr	1	277106
scot	2	277108
gambit	2	277110
peano	1	277111
gambling	2	277113
thickens	1	277114
unparsing	1	277115
cachet	1	277116
transformational	2	277118
theme	13	277131
incrementalization	2	277133
attribution	3	277136
teitelbaum	2	277138
stoller	2	277140
petersburg	2	277142
annie	5	277147
hrbb	4	277151
wenyu	2	277153
zach	1	277154
albany	1	277155
postmaster	1	277156
ours	4	277160
unnecessary	2	277162
spinning	2	277164
locks	3	277167
blocking	3	277170
pseudocode	2	277172
spinlocks	1	277173
ticket	1	277174
tocs	1	277175
ppopp	2	277177
skewed	1	277178
ijpp	1	277179
lamport	2	277181
ur	4	277185
preemption	1	277186
preempted	1	277187
fifo	2	277189
widened	1	277190
insertions	1	277191
fringe	1	277192
symmetry	3	277195
bbn	2	277197
guang	1	277198
rung	1	277199
rutvik	2	277201
desai	2	277203
winkel	3	277206
tidbits	4	277210
lect	2	277212
karnaugh	4	277216
collector	2	277218
decoder	2	277220
jk	1	277221
counters	2	277223
asms	1	277224
races	2	277226
headaches	3	277229
pulser	1	277230
slipped	1	277231
useimagewidth	1	277232
useimageheight	1	277233
guests	3	277236
restaurants	3	277239
claremont	1	277240
twelfth	4	277244
irtual	2	277246
orlds	1	277247
roject	2	277249
dis	3	277252
digitial	2	277254
hafer	2	277256
slawomir	1	277257
pilarski	1	277258
abacus	1	277259
bolotski	1	277260
die	4	277264
misha	1	277265
manufactured	2	277267
frese	1	277268
parris	1	277269
egbert	1	277270
tbd	4	277274
budget	3	277277
wisely	1	277278
hassle	2	277280
accomplishing	2	277282
prasun	5	277287
dewan	5	277292
abdel	2	277294
wahab	2	277296
siddhartha	3	277299
chatterjee	4	277303
jeffay	6	277309
mchugh	2	277311
nyland	2	277313
prins	2	277315
meehan	1	277316
emad	1	277317
eldin	1	277318
munson	8	277326
nee	1	277327
vassil	1	277328
roussev	1	277329
anshu	2	277331
compose	3	277334
workspaces	1	277335
heterogeneity	4	277339
resolve	5	277344
inconsistencies	3	277347
interoperate	1	277348
captures	2	277350
dissimilar	2	277352
translations	3	277355
replicating	2	277357
migrating	2	277359
gv	1	277360
quad	1	277361
frog	3	277364
crl	1	277365
csgso	1	277366
csaa	1	277367
xemacs	1	277368
dizzy	1	277369
xor	1	277370
ugo	1	277371
gagliardi	1	277372
yan	10	277382
zong	3	277385
calculuses	1	277386
recess	1	277387
annwin	1	277388
